Topic,Count,Name,Representation,Representative_Docs
488,55,488_haley_nikki_nicky_her,"['haley', 'nikki', 'nicky', 'her', 'name', 'indian', 'nomination', 'she', 'jamil', 'regard']","[""She's running for the Republican nomination. What does a Haley, what would a Haley presidency look like with regard to both border security and the tens of millions of illegal immigrants who are currently in the United States? What would your approach be?"", ""She's running for the Republican nomination. What does a Haley, what would a Haley presidency look like with regard to both border security and the tens of millions of illegal immigrants who are currently in the United States? What would your approach be?"", ""She's running for the Republican nomination. What does a Haley, what would a Haley presidency look like with regard to both border security and the tens of millions of illegal immigrants who are currently in the United States? What would your approach be?""]"
489,33,489_intentions_monster_fucking_president,"['intentions', 'monster', 'fucking', 'president', 'secure', 'messed', 'factually', 'incorrect', 'obscured', 'cornerstone']","['The president has done more to secure the border and to deal with this issue of immigration than anybody else. He really has.', ""Like, it's just that, like, I think because Trump was so such a fucking monster on immigration, it obscured the fact that even if he wasn't a monster, he would have had to deal with pretty intractable challenges at the border that would have been hard for any president, even of good intentions to deal with. And that is actually exactly what we're seeing right now, a president of who has good intentions and administration has good intentions, still having a real hard time because we have a fucking broken immigration system that's like messed up."", ""Like, it's just that, like, I think because Trump was so such a fucking monster on immigration, it obscured the fact that even if he wasn't a monster, he would have had to deal with pretty intractable challenges at the border that would have been hard for any president, even of good intentions to deal with. And that is actually exactly what we're seeing right now, a president of who has good intentions and administration has good intentions, still having a real hard time because we have a fucking broken immigration system that's like messed up. So like, you know, Homeland Security Secretary Alejandro Mayorkas, you know, he just, he finally confirmed and he talked about sort of what we can do about this, what the administration wants to do about this long term.""]"
490,108,490_diego_san_sector_francisco,"['diego', 'san', 'sector', 'francisco', 'agents', 'antonio', 'patrol', 'reunited', 'mollugin', 'migrants']","['The violent night Wednesday marks the latest in rising tensions as waves of migrants arrive in the border town south of San Diego, culminating a month -long journey across Mexico. By 8 .30 p .m., hundreds of residents and migrants had congregated by the beach, with local residents demanding the immigrants leave the public space at the beach. This is not an appropriate place for them, one local resident said.', ""You're in San Diego. But yeah, it's a big migrant crisis. No, we let people in."", 'Trump is sending migrants to San Diego.']"
491,42,491_cruelty_frequently_cruel_deterrent,"['cruelty', 'frequently', 'cruel', 'deterrent', 'climb', 'separation', 'child', 'point', 'absence', 'phrased']","[""I'm glad you phrased it that way on the cruelty is the point, Charlie, because I think it was you and I a couple of years ago who were talking on this podcast about exactly that, that in the Trump administration, the cruelty was the point and the president talked frequently, the ex -president talked frequently about wanting to send a message to migrants, frankly, to scare them from coming across the border. And that included things like making the border wall have spikes on top so that they would slice their arms if they tried to climb it, he talked in grotesque detail about how he wanted to see them bleeding so that their fellow migrants wouldn't climb up the wall."", ""They are being used as political pawns, but like much of America's policy toward migrants, the cruelty here is in fact the point. In the absence of congressional action or true immigration reform, cruelty is a deterrent to immigration, and we've seen this before. Five years ago, within weeks of assuming the presidency, Donald Trump and his administration began carrying out one of the most cruel policies against immigrants in recent history."", 'cruelty on immigration, right?']"
492,43,492_wings_wild_buffalo_playstation,"['wings', 'wild', 'buffalo', 'playstation', 'chicken', 'miss', 'missed', 'displacing', 'vox', 'fumbled']","[""of the migrants were quoted as saying they missed PlayStation and they wanted Buffalo Wild Wings. I'm not saying all migrants are coming for Buffalo Wild Wings, it's highlighting specific examples from left wing sources showing many of these migrants are not asylum seekers."", ""of the migrants were quoted as saying they missed PlayStation and they wanted Buffalo Wild Wings. I'm not saying all migrants are coming for Buffalo Wild Wings, it's highlighting specific examples from left wing sources showing many of these migrants are not asylum seekers."", ""And they got Buffalo Wild Wings. Why won't these migrants just stay there?""]"
493,25,493_pat_buchanan_platform_pause,"['pat', 'buchanan', 'platform', 'pause', 'outrageous', 'buchananism', 'hard', '1856', 'fillmore', 'anti']","['Pat Buchanan ran for president on a hard line anti -immigrant platform. I think he called for a full pause in immigration for five years or something outrageous and out there. Right.', 'Pat Buchanan ran for president on a hard line anti -immigrant platform. I think he called for a full pause in immigration for five years or something outrageous and out there.', ""And this is really reminiscent of a guy named Pat Buchanan. Pat Buchanan, a couple of decades ago, was one of these right wingers who was all concerned about people need to speak English and there's problems with Hispanic immigrants and so on and so forth. Here is Lara Trump taking a page out of the Pat Buchanan""]"
494,45,494_storm_guard_riot_stampede,"['storm', 'guard', 'riot', 'stampede', 'troops', 'paso', 'pummeling', 'el', 'easter', 'storming']","[""And in today's back of the brief, more trouble at the U .S. border as an El Paso judge orders the release of hundreds of illegal migrants accused in a border riot when a stampede overwhelmed National Guard troops along the Rio Grande. Apparently, most of those folks in the riot just got caught up in the excitement of the moment."", ""In today's back of the brief, an El Paso magistrate judge on Easter ordered the release of dozens of migrants accused of taking part in a border riot last month. Now, many of you probably remember the chaotic video which showed a stampede of hundreds of illegal migrants tearing down fencing along the El Paso border and quickly overwhelming National Guard troops."", ""In today's back of the brief, an El Paso magistrate judge on Easter ordered the release of dozens of migrants accused of taking part in a border riot last month. Now, many of you probably remember the chaotic video which showed a stampede of hundreds of illegal migrants tearing down fencing along the El Paso border and quickly overwhelming National Guard troops. In total, Immigration and Customs Enforcement was holding more than 200 migrants in connection with the incident.""]"
495,25,495_wall_immoral_supported_capitulate,"['wall', 'immoral', 'supported', 'capitulate', 'democrats', 'opposed', 'pelosi', 'restrictions', 'comedic', 'flail']","[""They know what they're going to do if they get a Democrat in the White House under these circumstances before the wall has been built, before there has been a true reform in security at the border and also for enforcement of immigration. Those things have not happened yet."", ""They know what they're going to do if they get a Democrat in the White House under these circumstances before the wall has been built, before there has been a true reform in security at the border and also for enforcement of immigration. Those things have not happened yet,"", ""that the differences in semantics between a wall and a fence are not too significant because both block people. So PolitiFact still says this is half true, but in reality, yes, Democrats have repeatedly spoken out against illegal immigration and have supported a border barrier in the past, but for some reason now we're hearing from Nancy Pelosi that building a wall is immoral, to which Representative Jim Jordan had a somewhat comedic response. He said, If Speaker Pelosi thinks the border security wall is immoral, then why doesn't she sponsor legislation to take down the existing wall between San Diego and Tijuana?""]"
496,59,496_deals_aisle_jackson_acknowledge,"['deals', 'aisle', 'jackson', 'acknowledge', 'needs', 'comprehensive', 'broken', 'pass', 'migration', 'am']","[""Yes, I am. And I'm going to work across the aisle to pass a comprehensive bill that deals with a broken immigration system. I think Jackson's question, part of it was to acknowledge that America has always had migration, but there needs to be a legal process for it."", ""Yes, I am. And I'm going to work across the aisle to pass a comprehensive bill that deals with a broken immigration system. I think Jackson's question, part of it was to acknowledge that America has always had migration, but there needs to be a legal process for"", ""Yes, I am. And I'm going to work across the aisle to pass a comprehensive bill that deals with a broken immigration system. I think Jackson's question, part of it was to acknowledge that America has always had migration, but there needs to be a legal process for""]"
497,53,497_caitlin_writer_dickerson_atlantic,"['caitlin', 'writer', 'dickerson', 'atlantic', 'staff', 'prize', 'covers', 'pulitzer', 'joined', 'kaitlin']","[""I'm going to invite you back to continue this conversation with me. Caitlin Dickerson is a staff writer at the Atlantic covering immigration. I would recommend that you follow her and read her material because this is an important issue and nobody knows more about this than Caitlin does."", ""Julia Ainsley is in El Paso, Texas. Joining me now is Caitlin Dickerson, a staff writer for The Atlantic covering immigration and immigration policy. She was on the show last week and since then she has won the 2023 Pulitzer Prize for her investigation into the Trump administration's family separation policy."", 'Joining me now is Caitlin Dickerson, a staff writer for the Atlantic Covering Immigration Policy. Very nice to have you on.']"
498,24,498_wall_walls_levitz_reversal,"['wall', 'walls', 'levitz', 'reversal', 'meaningful', 'reyes', 'build', 'plainest', 'admonished', 'biden']","[""Reyes said Biden adopting Trump's wall is cynical, hypocritical, and a total betrayal of his values. To put this in the plainest language possible, Biden is now wall, but he is pursuing a plan that is logistically and politically unsound, and it represents a major reversal from the president, who was once committed to undoing as many of Trump's immigration measures as possible. It will not help secure our border in any meaningful way and could actually endanger the lives of migrants, Reyes wrote."", ""you mentioned Mayorkas So let's rewind back You go back to President Obama and his Secretary of Homeland Security, Jay Johnson Well, he said if we have 1 ,000 encounters a day, 1 ,000, then that would be a crisis We now have 10 ,000 on average this last week Some days, 11 ,000 migrants coming across our border Now, Secretary Mayorkas happened to be the deputy at the time in which Secretary Jay Johnson said that 1 ,000 was a crisis But yet when I had him in front of us with our Homeland Security Subcommittee I'm the ranking member of that on appropriations He refused, Lisa refused to call it a crisis I think we are seeing that they understand that something has to be done Unfortunately, though, we saw President Biden tried to shield himself from them beginning to put up these barriers These physical barriers Putting up remaining parts of the wall saying that Congress quote made him do that And walls don't work What I have to say back to Joe Biden on that is he knows walls work Because he built one around his house, his beach house in Delaware He knows that because he has one around his house in D .C. He knows that walls work And what I want him to understand is the people, everyday people of this country Americans deserve the same safety and security that he does And to your earlier point about being a mom I mean, that's another thing that this administration continues to turn a blind eye to Continues to They continue to try to distance themselves from what's happening with fentanyl poisoning across this nation We know that fentanyl is a leading cause of death between the ages of 18 and 45 We know that over 300 people a day are dying of fentanyl poisoning And yet this administration, we know where it's coming from Has refused to actually secure our border And all of the funding that they're asking for, Lisa Particularly in the supplemental that they just ask as a complete and total joke It is actually just to fuel this crisis more and more And it is not to actually stop it I believe we have to stand up and say enough is enough We must secure our border and put the people of this nation first"", ""To put this in the plainest language possible, Biden is now wall, but he is pursuing a plan that is logistically and politically unsound, and it represents a major reversal from the president, who was once committed to undoing as many of Trump's immigration measures as possible. It will not help secure our border in any meaningful way and could actually endanger the lives of migrants, Reyes wrote. There is no doubt that the situation of the southern border has become a crisis, but building more walls is not the solution.""]"
499,23,499_coulter_ann_friend_berenson,"['coulter', 'ann', 'friend', 'berenson', 'column', 'anne', 'realities', 'alex', 'judiciary', 'epstein']","[""with illegal immigration and Donald Trump's surge in the polls. And I got to throw it to Ann Coulter."", ""Immigration is the number one issue. Ann Coulter is the number one advocate for a rational immigration policy. So, I like whoever Ann Coulter likes, and she seems real keen on this guy, and I hate to say, and I hate to abandon all judgment from my own, but it's like, if it's good enough for Ann, I think it's good enough for just about anyone."", 'Trump needs only focus on immigration. Ann Coulter was right about that.']"
500,51,500_military_armed_army_served,"['military', 'armed', 'army', 'served', 'forces', 'mac', 'conscripted', 'serve', 'conscription', 'numbering']","['And sir, you have a unique perspective, I think, on illegal immigration because you have served in our armed forces. I think you were in the army as a combat veteran, we are seeing these numbers of military -aged males coming across our border.', 'According to the new or mac -draft law, undocumented immigrants between the ages of 18 and 26, numbering at least 1 .5 million, could also be conscripted if it were to apply to women as well as men. Conscription is under discussion in Germany and Italy, while at least nine other European Union countries already use the practice to replenish their armed forces.', ""according to the new or mac draf law undocumented immigrants between the ages of 18 and 26 numbering at least 1 .5 million could also be conscripted if it were to apply to women as well as men conscription is under discussion in germany and italy while at least nine other european union countries already use the practice to replenish their armed forces this is uh we've got a lot to consider""]"
501,26,501_inflation_upset_rounds_outpaces,"['inflation', 'upset', 'rounds', 'outpaces', 'whoa', 'cow', 'sacred', 'garage', 'classified', 'speaker']","[""I mean, there's some real, well, I already said that. The Republicans have immigration. They have inflation."", ""So inflation is the number one issue. But on immigration, for example, you're starting to see this rift appear within the Democratic Party as the administration is ready to lift Title 42. And you've got folks like Raphael Warnock and Maggie Hassan and Mark Kelly who are like, whoa, whoa, whoa, hang on a second."", ""The Republicans said they were very upset about this, that and the other inflation, immigration. And look what we're doing.""]"
502,61,502_dallas_mcallen_location_convention,"['dallas', 'mcallen', 'location', 'convention', 'texas', 'center', 'encapsulation', 'teenage', '40', 'bailey']","[""You have the federal government dumping migrants in the middle of the night just leaving them in the center of town and saying to the mayor there, you got to deal with this. You've now got the Dallas Convention Center in Dallas, Texas, where they are going to house 3000 teenage migrants who have come across the border. You can't go have a convention at the Convention Center in Dallas for the next 75 days because it's been booked by FEMA and the Department of Homeland Security to house migrant teenagers between 15 and 17 years."", ""What I learned in just the past hour shows that we are now dealing with a humanitarian disaster. I need to talk to you about two of the three locations where migrants are being held in Texas. As you know about the Dallas location, but in addition to the Dallas location, there's the location in Carrizo Springs, which is in south Texas, as well as in Midland."", ""What I learned in just the hour shows that we are now dealing with a humanitarian disaster. I need to talk to you about two of the three locations where migrants are being held in Texas. As you know about the Dallas location, but in addition to the Dallas location, there's the location in Carrizo Springs, which is in South Texas, as well as in Midland.""]"
503,53,503_rescue_david_miliband_committee,"['rescue', 'david', 'miliband', 'committee', 'irc', 'international', 'ceo', 'kingdom', 'stiller', 'secretary']","[""David Miliband is the president and CEO of the International Rescue Committee. He's the former foreign secretary of the United Kingdom and the author of Rescue, Refugees and the Political Crisis of Our Time. Coming up, old guard Republicans are trying to convince us that their party isn't dead."", ""David Miliband is the former Foreign Secretary of the United Kingdom. He's currently the president and the CEO of the International Rescue Committee, which is doing great work around refugees. For those of you who have been asking me, how do I help?"", ""David Miliband is the former Foreign Secretary of the United Kingdom. He's currently the president and the CEO of the International Rescue Committee, which is doing great work around refugees. For those of you who have been asking me, how do I help?""]"
504,54,504_reduction_reduced_cut_saw,"['reduction', 'reduced', 'cut', 'saw', '85', 'equivalent', 'half', '90', 'pool', 'anderson']","[""We saw a reduction in illegal immigration by almost 80 percent. That's equivalent to about 400 ,000 less migrants that tried to illegally enter border because they knew no longer where they can be released in the United States. It was an effective program and every single measure of success improved."", ""What was the result by February of 2020? We saw a reduction in illegal immigration by almost 80 percent. That's equivalent to about 400 ,000 less migrants that tried to illegally enter border because they knew no longer where they can be released in the United States."", ""What was the result by February of 2020? We saw a reduction in illegal immigration by almost 80 percent. That's equivalent to about 400 ,000 less migrants that tried to illegally enter border because they knew no longer where they can be released in the United States.""]"
505,132,505_enter_permission_treated_without,"['enter', 'permission', 'treated', 'without', 'legally', 'entered', 'aliens', 'same', 'millions', 'illegally']","['who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the US legally', 'People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the US legally.', 'People who enter the United States without our permission are illegal aliens and illegal aliens should not be treated the same as people who entered the US legally.']"
506,57,506_numbers_matters_fascinating_digits,"['numbers', 'matters', 'fascinating', 'digits', 'timeout', 'ebb', 'dropped', '177', 'dig', 'deeper']","[""But if you were to look today, those numbers have dropped dramatically fourfold. So there really isn't the same kind of reason for talking about illegal immigration in the same way as an urgent issue as it was then."", ""But let's take this in full, actually. Stephen, you'll see, and you know these numbers because you've worked on immigration. There is an ebb and a flow to this, and the macro is an ebb flow."", ""but at the same time, whatever the number is, even if it's a timeout, I'm also I'm open to the idea of having an immigration timeout to take to bleed some of the poison out of this issue in American life. I think all of those positions have merits and demerits and are worthy of debating.""]"
507,54,507_sue_sued_yourself_heavens,"['sue', 'sued', 'yourself', 'heavens', 'generals', 'lawsuits', 'range', 'suing', 'ask', 'immediately']","['are going to Immediately sue him into the high heavens to try to stop all these illegals from being taken out of the country You have to ask yourself why because their long -range plan is that these illegals? Come into our country get married have children', 'they are going to immediately sue him into the high heavens to try to stop all these illegals from being taken out of the country. And you have to ask yourself why, because their long range plan is that these illegals come into our country, get married, have children,', 'they are going to immediately sue him into the high heavens to try to stop all these illegals from being taken out of the country. And you have to ask yourself why, because their long range plan is that these illegals come into our country, get married, have children,']"
508,130,508_zero_net_shouldn_fantasy,"['zero', 'net', 'shouldn', 'fantasy', 'latin', 'correct', 'decreases', 'constant', 'stayed', 'should']","[""And this whole oh, there's net zero immigration right now doesn't count because of covid. But in general, net zero immigration, the US from Mexico and the rest of Latin America, south of Mexico, is this is a fantasy that we've all been told to make people not think that there is a massive,"", ""And this whole oh, there's net zero immigration right now doesn't count because of covid. But in general, net zero immigration to the US from Mexico and the rest of Latin America, south of Mexico is this is a fantasy that we've all been told to make people not think that there is a massive,"", ""they will tell you there's just no way based on their monthly numbers. And this whole oh, there's net zero immigration right now doesn't count because of covid. But in general, net zero immigration, the US from Mexico and the rest of Latin America, south of Mexico, is this is a fantasy that we've all been told to make people not think that there is a massive,""]"
509,37,509_fascism_fascists_fascist_enemies,"['fascism', 'fascists', 'fascist', 'enemies', 'wartime', 'democracy', 'elect', 'undermine', 'balaclavas', 'hippies']","['forget if only fascists will enforce immigration laws, Americans will eventually elect fascists to do it.', ""John Fund's line about what did he say? If only fascists will enforce immigration laws, eventually people will elect fascist to do that. That's true about crime, too."", 'Wartime footing allows you to suspend the rule of law. The way fascism works is you say there are internal enemies that allow, that want this immigration. This immigration threatens the nation by replacing people, Americans, white people usually, Christians, for example.']"
510,37,510_europe_war_refugee_european,"['europe', 'war', 'refugee', 'european', 'countries', 'harassing', 'crisis', 'doors', 'refugees', 'infusion']","['the refugee crisis in Europe. Right.', ""What needs to happen is the European Union needs to step up here and get this under some control and restore kind of a humane order to this, in which, at a minimum, aid is able to reach refugees far -right. And mobs are not harassing refugees. And there's a return order."", 'What needs to happen is the European Union needs to step up here and get this under some control and restore kind of a humane order to this, in which, at a minimum, aid is able to reach refugees far -right. And mobs are not harassing refugees.']"
511,24,511_dreamers_wants_describes_part,"['dreamers', 'wants', 'describes', 'part', 'he', 'doubling', 'fencing', 'welcoming', 'delivered', 'amnesty']","[""And now it's pushing for amnesty part one, which would be all of these, as he describes them, DREAMers. And then the next part would be, well, more illegal immigrants. And then part three would be even more illegal immigrants."", 'Part one, which would be all of these, as he describes them, dreamers. And then the next part would be, well, more illegal immigrants. And then part three would be even more illegal immigrants.', ""And that will be that. It's the exact same thing he did on immigration when he said, Yeah, no, I love the Dreamers. I have a soft spot for the Dreamers, except when there's actual legislation to protect the Dreamers, he says that it's awful and that only his legislation is right, because that's what his staff and the Republicans tell him.""]"
512,115,512_control_controlling_nothing_controlled,"['control', 'controlling', 'nothing', 'controlled', 'measured', 'meritocratic', 'gain', 'diverse', 'out', 'yep']","[""I mean, there's nothing that they're doing that is actually controlling illegal immigration. We like immigrants."", ""I mean, there's nothing that they're doing that is actually controlling illegal immigration. We like immigrants. I'm from an immigrant immigration state."", ""I mean, there's nothing that they're doing that is actually controlling illegal immigration. We like immigrants. I'm from an immigrant immigration state.""]"
513,45,513_insofar_broader_decades_spear,"['insofar', 'broader', 'decades', 'spear', 'lunacy', 'goodwin', 'exacerbated', 'issue', 'happening', 'sense']","[""it's a border state with Canada But it's a border state in the broader sense insofar as the illegal immigrant issue"", ""it's a border state with Canada, but it's a border state in the broader sense insofar as the illegal immigrant issue"", ""it's a border state with Canada But it's a border state in the broader sense insofar as the illegal immigrant issue""]"
514,51,514_movie_film_baseball_tears,"['movie', 'film', 'baseball', 'tears', 'documentaries', 'fan', 'carmen', 'grammy', 'grandpa', 'uh']","['in the immigration film.', ""I'll explain. The fight stems from Netflix's 2020 release of the French film Cuties, a coming of age story about an 11 year old Senegalese immigrant who joins a dance group. Oh, is that what the movie is about?"", ""but yeah cultural appropriation we spent some time in it today it's just crazy people are just people are just nuts uh next up we get Matthew uh who writes buck great show I'm a proud OSST member the way the MSM is describing the refugees at our border I thought I was watching the final scene in tears of the sun great movie by the way if these people were only fleeing their home country why not just stay in Mexico the whole narrative is a joke keep up the fight for rational thought simplify uh thank you very much Matthew appreciate having somebody OSS writing in I always do uh tears of the sun is a pretty watchable movie although I feel like it's a little relentless in the tension and it's a little depressing in some parts obviously but uh it's well done that guy with the faux hawk who plays the seal marksman is particularly compelling in that role I always thought and Bruce Willis does a very good job you know Bruce Willis he's he's been getting it done now for going on 40 years so I gotta get the guy credit uh next up here oh but one thing about tears of the sun is I'm pretty sure they uh they have a made -up country I forget what the name of the country is and I'm like why can't they just pick a country you know what's with the made -up country thing""]"
515,30,515_austria_austrian_afghan_austrians,"['austria', 'austrian', 'afghan', 'austrians', 'fpo', 'benard', 'remigration', 'terrifying', 'muslim', 'fortress']","['So this is the first time since world war II that a far right party has come out on top in Austria. Uh, the FPO ran on creating what they called fortress Austria, which is this platform heavily focused on restricting immigration and promoting the idea of remigration for asylum seekers. In other words, deporting them.', 'So this is the first time since world war II that a far right party has come out on top in Austria. Uh, the FPO ran on creating what they called fortress Austria, which is this platform heavily focused on restricting immigration and promoting the idea of remigration for asylum seekers. In other words, deporting them.', 'ties and background in Austria, but she said that there are similar case studies that you could do in other European countries as well that have brought in large numbers of Muslim refugees in recent years. But specifically in the case of Austria, it is Afghans that she is focusing in on right now in Austria, a country of 8 million people, so a country that is the size in its entirety in terms of population of New York City.']"
516,71,516_sector_tucson_lukeville_miguel,"['sector', 'tucson', 'lukeville', 'miguel', 'patrol', 'rio', 'del', 'arizona', 'apprehended', '4000']","['According to sources with customs border protection, the Tucson sector border patrol agents apprehended a single group of migrants across the U .S. Mexico border in Arizona and San Miguel, Arizona.', 'More than sixty thousand illegal immigrants have poured into the United States of America and the Tucson sector alone, making it the busiest sector in the nation, according to sources. San Miguel is just one crossing point located within the sector, experiencing a massive surge of migrant crossings and a massive surge of migrant crossings in large groups.', 'More than sixty thousand illegal immigrants have poured into the United States of America and the Tucson sector alone, making it the busiest sector in the nation, according to sources. San Miguel is just one crossing point located within the sector, experiencing a massive surge of migrant crossings and a massive surge of migrant crossings in large groups. Arizona, for example, Lukeville recently had multiple large groups of migrants crossing into the United States of America on a orderly daily basis.']"
517,47,517_camps_round_palm_internment,"['camps', 'round', 'palm', 'internment', 'military', 'magazine', 'beach', 'detention', 'pregnancies', 'resort']","[""Trump is ready to reshape American policy in detailed interviews at Time magazine. In a wide ranging interview at Trump's Mar -a -Lago Resort in Palm Beach, Florida on April 12th, the former president confirmed he would use detention camps to house illegal immigrants during deportation efforts. I want to pull up this."", ""Now, here's the context. In a wide ranging interview at Trump's Marlager Resort in Palm Beach, Florida on April 12th, the former president confirmed he would use detention camps to house illegal immigrants. He also didn't rule out deploying the military to round up the millions of undocumented immigrants living in the country."", ""In a wide ranging interview at Trump's Marlager Resort in Palm Beach, Florida on April 12th, the former president confirmed he would use detention camps to house illegal immigrants. He also didn't rule out deploying the military to round up the millions of undocumented immigrants living in the country.""]"
518,99,518_nice_spinning_bad_countries,"['nice', 'spinning', 'bad', 'countries', 'thinks', 'facility', 'birthday', 'missing', 'denmark', 'guys']","[""And they're the nice people. The Democrats on immigration are the nice people."", ""media's spinning of the story, spinning of Trump's fundraiser over the weekend where Trump made comments about illegal aliens and something about, well, it's they never come from nice countries, right? Politico put out this hit piece and made it seem like Trump was saying that, you know, Denmark and other places are nice countries and some of the other third world countries where many of these illegal aliens are coming from aren't nice countries."", ""media's spinning of the story, spinning of Trump's fundraiser over the weekend where Trump made comments about illegal aliens and something about, well, it's they never come from nice countries, right? Politico put out this hit piece and made it seem like Trump was saying that, you know, Denmark and other places are nice countries and some of the other third world countries where many of these illegal aliens are coming from aren't nice countries.""]"
519,84,519_docket_detained_roaming_non,"['docket', 'detained', 'roaming', 'non', 'proceedings', 'released', 'ordered', 'combined', 'homicide', 'caught']","[""So who's on this non detained docket? It's illegal immigrants who were caught and released at the border released with the court date years away. They're in immigration proceedings combined with illegal immigrants who have already been ordered deported from the country by a judge but are still here roaming the country."", ""So who's on this non -detained docket? It's illegal immigrants who were caught and released at the border, released with the court date years away. They're in immigration proceedings combined with illegal immigrants who have already been ordered, deported from the country by a judge, but are still here roaming the country."", ""So who's on this non -detained docket? It's illegal immigrants who were caught and released at the border, released with the court date years away. They're in immigration proceedings combined with illegal immigrants who have already been ordered, deported from the country by a judge, but are still here roaming the country.""]"
520,117,520_crossing_fewer_thousands_migrants,"['crossing', 'fewer', 'thousands', 'migrants', 'border', 'pace', 'pierre', 'jean', 'adult', 'corrine']","['migrants crossing. I mean,', 'migrants crossing. I mean,', 'migrants from crossing.']"
521,67,521_reward_give_offering_money,"['reward', 'give', 'offering', 'money', 'incentivize', 'cell', 'aha', 'giving', 'phones', 'citizens']","['how about offering a reward for being an illegal immigrant?', 'how about offering a reward for being an illegal immigrant?', 'how about offering a reward for being an illegal immigrant?']"
522,109,522_worst_ever_lawlessness_history,"['worst', 'ever', 'lawlessness', 'history', 'enforcement', 'degraded', 'audio', 'devote', 'terms', 'represented']","[""The border, the worst it's ever been, worst it's ever been, which matters. When you look at actual polling data from recent weeks, immigration is a top five, sometimes top three issue of all concerns for voters."", 'Sorry, we cut there for a second, the audio. But on that issue of illegal immigration, the border is arguably the worst it has ever been in terms of lawlessness. The', ""Said it is the worst in his 20 plus year career in Border Patrol right now. The worst in terms of the cartels, the drugs, the illegal alien smuggling, the assaults, particularly against women and children that are being human trafficked across the border. It's a mess, the worst it's ever been.""]"
523,68,523_shooting_semitic_please_anti,"['shooting', 'semitic', 'please', 'anti', 'countdown', 'nut', 'gun', 'stop', 'philo', 'neighbor']","['And anti -Semitic, anti -immigration, gun nut Republicans, please stop shooting at Trump.', 'And anti -Semitic anti -immigration gun nut Republicans please stop shooting at Trump.', 'also anti -semitic anti -immigration Republicans please stop shooting at Trump']"
524,66,524_weren_indians_were_backgrounds,"['weren', 'indians', 'were', 'backgrounds', 'settled', 'poor', 'ranged', 'hyphenated', 'lot', 'grievances']","[""They weren't even really immigrants, right? Illegal aliens."", 'And a lot of them flew their rebel flag, right? But also, my parents were immigrants, so I knew Indians and Nigerians and Mexicans and people from all kinds of backgrounds growing up. And you could say those are different groups of people.', ""were immigrants and they weren't.""]"
525,56,525_visual_spoken_camped_thousands,"['visual', 'spoken', 'camped', 'thousands', 'seen', 'presence', 've', 'real', 'images', 'matamoros']","['we thought it would be this bad, but when you see the visual images of it, when it is made real by the presence of thousands and thousands of migrants camped out along the border', 'we thought it would be this bad, but when you see the visual images of it when it is made real by the presence of thousands and thousands of migrants camped out along the border', 'we thought it would be this bad, but when you see the visual images of it, when it is made real by the presence of thousands and thousands of migrants camped out along the border']"
526,52,526_tom_homan_director_acting,"['tom', 'homan', 'director', 'acting', 'cotton', 'customs', 'former', 'enforcement', 'ice', 'fighter']","['Who knows how many got away? Tom Homan is the former Acting ICE Director and Visiting Fellow at Heritage Foundation and Immigration Reform Law Institute. Tom, 23.', 'Thomas Homan, the former acting director of the US Immigration and Customs Enforcement for the Trump administration,', ""let's come back in a moment to what Tom Homan says, who was the former Immigration and Customs Enforcement Director,""]"
527,31,527_idaho_montana_cows_california,"['idaho', 'montana', 'cows', 'california', 'fleeing', 'totalitarian', 'coast', 'oregon', 'refugees', 'washington']","['Yeah, I understand the question. I meet many California refugees in Texas and Tennessee, Idaho, Florida, and from other states, New York and Michigan and Minnesota.', 'I understand the question. I meet many California refugees in Texas and Tennessee, Idaho, Florida, and from other states, New York and Michigan and Minnesota.', 'I understand the question I meet many California refugees in Texas and Tennessee Idaho Florida and from other states New York and Michigan and Minnesota']"
528,60,528_travel_ban_authority_nationality,"['travel', 'ban', 'authority', 'nationality', 'statute', 'court', 'upheld', 'act', 'president', 'presidential']","[""this is about whether the president had the power to issue this kind of sweeping indefinite ban, so it's very much a case about separation of powers and presidential authority and the limits or not thereof, especially in the immigration arena. And then the relevant statute here is the Immigration and Nationality Act,"", ""It's not like the travel ban. The travel ban, the president was explicitly authorized by statute to decide which countries to prohibit immigration from. On asylum, the president doesn't have that authority statutorily, but he has the broad constitutional authority to control our borders."", ""This is not an economic issue. We're not in a financial crisis we are in a Disease pandemic right we are in a in really under attack We are facing an invasion by a pathogen and this is where federal government response has to be robust And where you see The authority that we give to the government to protect us needs to be used properly But part of that is establishing control over our borders who comes and who goes there are real national security Implications that immigration touches on that's not just a talking point that Republicans throw out there And I I do think it's noteworthy that the travel ban authority the president had to go all the way to Supreme Court To assert that travel ban authority was something that was challenged very much by the left and that they were Against him on this and it may be the one thing if we get out of this without having a catastrophic surge in cases""]"
529,25,529_remittances_remittance_taxing_tax,"['remittances', 'remittance', 'taxing', 'tax', 'home', 'back', 'send', 'billion', 'sending', 'money']","['You want to get the attention of illegals in this country? Stop on -tax remittances from getting sent back to people in the home country.', 'That is. Okay, so this is my immigrants who send back remittances', 'Should we tax these remittances to pay for our border security? Maybe those record remittances to Mexico should pay for the record illegal migration from Mexico.']"
